Name,Age,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,order
Enaldo Paneira,25,69,69,65,48,60,42,70,59,48,70,68,65,55,8,9,8,7,16,56,23,51,55,62,18,50,72,70,68,63,22,55,53,44,50,72,57,68,41,49,67,63,68,45,41,63,49,67,64,65,65,48,68,45,41,63,49,67,64,65,65,48,65,6274
E. Knudtzon,28,69,69,92,71,71,78,68,60,63,47,68,66,60,10,10,15,9,11,54,37,44,47,58,38,63,69,60,55,73,39,93,75,42,74,61,58,65,51,52,67,59,65,56,51,59,52,67,67,68,68,58,65,56,51,59,52,67,67,68,68,58,68,6275
D. Vaughan,34,69,69,34,73,60,90,70,82,68,68,64,59,67,6,9,10,9,7,58,68,74,72,73,65,66,55,67,74,70,64,32,58,69,58,73,57,65,65,68,63,69,65,62,65,69,68,63,62,60,62,63,65,62,65,69,68,63,62,60,62,63,60,6276
J. Bendik,28,69,71,38,27,35,41,16,42,16,15,10,10,19,67,66,63,69,72,11,12,43,25,12,6,17,12,67,17,24,6,33,26,11,64,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6277
J. Blanco,25,69,73,83,63,79,58,68,64,63,70,73,74,58,16,11,15,13,10,59,16,65,49,67,19,67,71,59,56,66,23,75,82,27,64,63,68,66,40,45,68,59,66,47,40,59,45,68,68,68,69,50,66,47,40,59,45,68,68,68,69,50,68,6278
S. Guirassy,21,69,79,69,70,68,66,65,59,38,56,69,75,67,11,8,12,12,8,68,29,73,47,56,31,54,68,56,66,69,34,74,57,29,77,57,63,64,48,49,66,57,64,47,48,57,49,66,62,68,64,48,64,47,48,57,49,66,62,68,64,48,68,6279
L. Paqarada,22,69,76,76,64,69,64,68,64,73,72,66,36,70,10,9,11,7,15,55,59,61,63,45,66,39,53,66,66,61,65,77,74,70,63,57,41,61,64,65,60,63,61,68,64,63,65,60,65,57,63,68,61,68,64,63,65,60,65,57,63,68,57,6280
N. Hauptmann,21,69,80,82,53,91,80,73,39,64,68,72,55,53,9,12,7,7,8,33,41,71,65,59,41,44,58,64,72,59,44,65,65,48,41,68,47,68,48,57,66,65,68,56,48,65,57,66,68,59,68,59,68,56,48,65,57,66,68,59,68,59,59,6281
C. Osmanpaşa,29,69,69,54,54,54,48,61,48,58,32,58,25,27,14,10,9,13,6,57,74,73,65,29,71,47,28,52,66,48,70,57,67,70,81,31,27,49,68,65,47,55,49,65,68,55,65,47,53,47,49,64,49,65,68,55,65,47,53,47,49,64,47,6282
Y. En-Nesyri,20,69,79,73,33,62,44,70,59,48,37,71,72,47,13,9,14,9,13,66,31,72,40,64,16,59,67,69,59,67,27,79,45,31,59,44,65,63,42,43,67,55,63,46,42,55,43,67,63,68,66,48,63,46,42,55,43,67,63,68,66,48,68,6283
Renato Rochela,25,69,69,60,52,70,44,70,71,64,55,69,68,64,13,16,8,8,16,68,22,51,72,65,22,70,62,65,70,52,21,62,60,38,74,68,48,68,45,51,66,64,68,47,45,64,51,66,66,65,67,50,68,47,45,64,51,66,66,65,67,50,65,6284
S. Kurata,28,69,70,56,67,67,76,71,56,62,42,67,66,54,7,16,7,16,14,55,66,53,69,67,68,46,58,69,72,69,67,58,61,71,59,67,53,67,66,68,66,68,67,66,66,68,68,66,65,64,65,66,67,66,66,68,68,66,65,64,65,66,64,6285
Rubén Jurado,31,69,69,76,52,74,63,66,63,46,62,65,67,53,14,12,14,12,8,69,50,75,56,63,14,65,70,59,68,66,24,80,72,21,76,57,54,65,45,50,66,61,65,49,45,61,50,66,65,68,65,51,65,49,45,61,50,66,65,68,65,51,68,6286
A. Donnarumma,26,69,72,82,36,73,64,68,67,51,62,66,72,57,14,11,8,9,15,65,21,60,48,68,20,70,69,64,59,64,37,84,73,36,63,55,61,65,43,46,67,58,65,50,43,58,46,67,65,68,67,52,65,50,43,58,46,67,65,68,67,52,68,6287
N. Mendez-Laing,25,69,72,87,40,73,70,68,61,62,59,72,65,49,16,15,10,12,11,53,46,63,56,63,18,48,62,62,63,67,24,85,76,26,77,54,44,65,44,50,67,60,65,51,44,60,50,67,68,66,68,55,65,51,44,60,50,67,68,66,68,55,66,6288
E. Bakker,27,69,70,68,36,71,62,73,69,60,63,65,63,60,9,12,13,7,12,41,56,34,72,62,50,83,65,65,73,60,45,66,75,48,64,67,56,68,52,61,66,68,68,59,52,68,61,66,68,63,67,61,68,59,52,68,61,66,68,63,67,61,63,6289
B. Beckeles,31,69,69,63,73,55,51,62,65,62,40,50,46,34,10,15,12,9,14,63,64,83,57,54,65,43,55,64,67,65,73,62,84,75,80,61,40,59,70,68,58,62,59,68,70,62,68,58,60,58,58,67,59,68,70,62,68,58,60,58,58,67,58,6290
A. Polo,22,69,79,87,27,88,85,67,59,69,54,73,66,45,10,7,12,12,14,59,24,40,56,55,15,44,70,57,61,63,17,88,63,15,48,55,56,66,34,41,67,57,66,46,34,57,41,67,68,66,69,49,66,46,34,57,41,67,68,66,69,49,66,6291
S. Marković,26,69,73,56,80,69,57,71,59,58,70,64,61,73,5,11,11,6,7,49,71,59,68,68,58,59,69,64,69,74,49,54,65,68,84,66,49,66,65,68,65,68,66,61,65,68,68,65,64,65,64,63,66,61,65,68,68,65,64,65,64,63,65,6292
R. Brežančić,27,69,69,74,72,58,73,62,62,64,55,59,28,30,10,6,9,15,12,51,58,66,59,51,68,43,59,65,63,71,73,78,86,70,70,44,38,57,66,65,58,60,57,68,66,60,65,58,61,56,58,68,57,68,66,60,65,58,61,56,58,68,56,6293
S. Camille,31,69,69,83,74,85,74,68,61,62,51,68,37,43,9,12,14,14,16,49,63,86,52,41,60,52,59,68,65,61,71,87,77,66,70,58,34,63,66,65,62,62,63,68,66,62,65,62,66,59,64,69,63,68,66,62,65,62,66,59,64,69,59,6294
D. Niwa,31,69,69,45,62,50,59,66,47,48,30,35,30,32,9,11,10,14,10,69,68,72,29,33,66,28,47,65,64,38,70,48,53,72,70,25,31,47,68,61,47,50,47,62,68,50,61,47,48,49,47,60,47,62,68,50,61,47,48,49,47,60,49,6295
H. Martín,24,69,74,77,51,90,77,71,70,64,64,71,69,51,9,10,11,9,12,63,42,58,62,64,16,63,70,71,67,68,22,76,77,21,44,66,66,70,41,50,70,65,70,51,41,65,50,70,70,68,70,54,70,51,41,65,50,70,70,68,70,54,68,6296
P. Köpke,21,69,78,84,45,78,83,68,49,60,57,68,66,46,8,6,11,8,8,68,23,78,49,65,21,67,64,63,64,74,18,75,74,21,64,49,65,64,41,45,66,57,64,47,41,57,45,66,66,68,67,50,64,47,41,57,45,66,66,68,67,50,68,6297
A. Longhi,28,69,69,72,71,61,59,64,64,70,63,58,40,40,12,9,6,13,8,55,65,66,59,65,63,50,55,70,61,71,68,75,85,67,72,45,38,58,66,65,59,61,58,68,66,61,65,59,62,59,61,68,58,68,66,61,65,59,62,59,61,68,59,6298
G. Díaz,29,69,69,81,73,84,79,71,51,75,69,68,44,65,7,8,8,7,8,55,66,70,69,69,60,44,69,70,68,71,61,77,83,58,61,76,43,69,63,67,68,70,69,68,63,70,67,68,71,63,69,69,69,68,63,70,67,68,71,63,69,69,63,6299
Víctor Pérez,29,69,69,63,65,70,71,67,59,69,68,59,49,70,13,6,8,6,16,49,72,49,75,59,63,82,58,59,76,58,59,56,76,63,49,65,49,64,61,68,61,67,64,65,61,67,68,61,64,57,62,66,64,65,61,67,68,61,64,57,62,66,57,6300
B. Al Nakhli,29,69,69,65,77,74,60,60,54,61,23,56,39,31,16,13,16,12,13,57,63,78,48,43,69,39,35,65,54,40,71,75,84,71,79,47,43,53,68,64,52,55,53,67,68,55,64,52,57,52,55,66,53,67,68,55,64,52,57,52,55,66,52,6301
L. Vásquez,25,69,73,48,74,43,54,68,54,37,32,53,52,32,9,6,9,15,15,57,67,66,71,64,65,37,56,72,69,51,57,43,64,65,79,65,38,61,66,68,59,66,61,60,66,66,68,59,58,58,57,60,61,60,66,66,68,59,58,58,57,60,58,6302
P. Bernardoni,20,69,78,31,29,21,34,25,24,12,15,16,13,18,71,69,68,69,72,21,25,42,24,16,13,19,15,52,28,19,18,27,30,12,46,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6303
S. Salazar,21,69,79,52,63,51,61,66,60,36,31,53,28,35,9,8,9,11,9,33,67,50,64,38,73,43,56,73,70,42,59,65,78,65,72,58,36,58,63,68,55,63,58,63,63,63,68,55,58,50,54,63,58,63,63,63,68,55,58,50,54,63,50,6304
M. Waghorn,27,69,69,68,70,70,72,64,58,66,68,71,70,59,12,11,14,11,14,59,18,60,64,67,15,70,65,62,68,71,18,78,71,36,81,57,59,66,44,49,67,61,66,47,44,61,49,67,67,68,67,50,66,47,44,61,49,67,67,68,67,50,68,6305
A. Erdem,28,69,69,76,58,75,73,70,63,68,51,70,34,36,8,7,14,11,12,53,64,71,66,41,68,44,59,69,72,47,70,67,70,70,50,57,46,64,64,67,61,65,64,68,64,65,67,61,66,56,64,69,64,68,64,65,67,61,66,56,64,69,56,6306
Alejandro Rodríguez,25,69,70,76,45,78,73,70,69,42,52,66,72,40,13,7,5,9,14,66,33,80,44,62,25,65,65,64,58,69,24,76,73,27,68,42,67,62,44,46,65,56,62,48,44,56,46,65,62,68,64,50,62,48,44,56,46,65,62,68,64,50,68,6307
William,25,69,72,72,74,64,60,68,64,54,70,68,69,58,11,11,13,11,11,67,37,72,52,65,11,70,68,62,68,69,13,68,53,11,74,60,64,66,42,46,67,59,66,43,42,59,46,67,64,68,66,46,66,43,42,59,46,67,64,68,66,46,68,6308
A. Al Ruwaili,30,69,69,68,62,60,73,75,67,70,73,71,69,75,12,16,7,11,6,55,63,63,72,68,61,70,68,66,75,67,65,67,71,63,61,75,63,71,63,68,70,71,71,67,63,71,68,70,71,67,70,68,71,67,63,71,68,70,71,67,70,68,67,6309
V. Hedenstad,26,69,71,79,67,79,75,69,65,68,69,68,46,71,12,16,7,7,7,52,59,56,57,53,62,45,58,69,67,75,67,77,83,69,60,58,46,64,63,65,64,64,64,68,63,64,65,64,67,62,65,69,64,68,63,64,65,64,67,62,65,69,62,6310
Y. Wildschut,25,69,72,79,70,71,66,71,67,65,67,75,60,61,9,13,11,14,14,53,30,53,65,63,33,60,60,59,68,86,32,86,70,34,80,50,59,66,48,53,67,61,66,52,48,61,53,67,68,68,68,55,66,52,48,61,53,67,68,68,68,55,68,6311
J. Smith,22,69,77,36,23,33,33,24,43,14,16,16,15,13,68,69,58,69,72,14,14,57,22,20,17,23,11,69,32,25,15,27,29,16,41,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6312
Rômulão Selva,25,69,69,82,51,70,67,76,72,60,54,75,50,56,12,8,11,7,12,51,24,55,51,67,12,67,77,76,68,72,13,81,60,14,71,55,71,69,38,46,70,61,69,45,38,61,46,70,69,68,70,50,69,45,38,61,46,70,69,68,70,50,68,6313
Bellvis,32,69,69,76,77,90,88,71,62,72,67,63,34,58,10,14,10,6,7,47,71,83,59,35,63,59,53,67,58,64,70,79,73,64,57,50,42,59,65,65,59,60,59,68,65,60,65,59,63,56,62,69,59,68,65,60,65,59,63,56,62,69,56,6314
Ruben Lima,27,69,69,77,72,72,73,67,65,67,66,65,49,70,16,12,6,8,10,58,65,66,63,54,68,37,63,67,67,62,67,72,72,68,69,71,59,66,67,67,64,66,66,68,67,66,67,64,67,62,65,68,66,68,67,66,67,64,67,62,65,68,62,6315
G. Gaudino,20,69,82,68,33,82,81,78,70,50,51,68,36,53,11,11,9,11,13,40,58,57,74,37,40,51,49,67,80,51,36,68,68,47,30,73,42,67,48,60,62,68,67,56,48,68,60,62,66,53,63,59,67,56,48,68,60,62,66,53,63,59,53,6316
Emu Teixeira,29,69,69,86,77,85,73,64,70,54,68,69,74,63,7,7,12,9,9,75,42,83,58,62,40,70,76,72,59,48,53,74,67,42,54,65,47,68,55,55,69,62,68,57,55,62,55,69,67,68,69,58,68,57,55,62,55,69,67,68,69,58,68,6317
G. Brugman,24,69,74,73,27,80,75,70,69,60,70,69,48,71,10,15,10,8,11,51,52,53,71,59,26,67,65,71,74,67,25,67,71,50,59,72,56,69,47,57,66,68,69,55,47,68,57,66,68,62,67,57,69,55,47,68,57,66,68,62,67,57,62,6318
M. Maroles,33,69,69,29,33,49,50,14,22,13,21,13,9,22,76,62,77,55,76,22,8,64,33,15,11,26,11,66,26,33,22,33,22,18,38,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6319
Roberto Soira,33,69,69,58,61,52,42,68,66,40,41,64,72,49,8,15,8,6,11,72,38,38,42,67,45,67,75,63,55,70,38,52,53,40,79,53,58,61,52,51,65,56,61,49,52,56,51,65,59,68,61,49,61,49,52,56,51,65,59,68,61,49,68,6320
Antoñito,29,69,69,90,72,92,79,58,60,67,63,56,44,59,12,15,9,8,13,62,66,74,49,47,63,49,59,59,68,70,71,78,90,67,65,54,36,59,64,63,59,59,59,68,64,59,63,59,63,59,61,68,59,68,64,59,63,59,63,59,61,68,59,6321
B. Mokulu,27,69,70,72,64,62,51,69,73,65,37,67,63,43,16,14,11,16,16,71,39,73,57,53,14,56,66,68,62,71,14,75,70,22,93,60,47,64,46,50,66,60,64,48,46,60,50,66,66,68,66,51,64,48,46,60,50,66,66,68,66,51,68,6322
C. Pinsoglio,27,69,69,43,32,36,40,22,48,13,11,12,11,18,75,65,54,64,75,13,18,71,28,6,15,22,11,62,24,18,13,41,34,12,60,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6323
D. Johnson,24,69,74,82,38,84,83,72,78,67,73,72,66,66,13,8,11,16,10,40,50,73,63,73,37,68,73,63,71,67,46,83,80,50,66,70,57,71,51,59,71,68,71,60,51,68,59,71,72,67,72,63,71,60,51,68,59,71,72,67,72,63,67,6324
R. Mandragora,20,69,82,54,58,73,75,74,69,62,66,68,39,54,13,14,9,14,16,60,63,58,70,59,60,52,43,63,74,66,64,66,78,70,78,68,52,64,66,68,61,68,64,66,66,68,68,61,64,58,62,67,64,66,66,68,68,61,64,58,62,67,58,6325
M. Olunga,23,69,77,68,70,60,60,66,40,29,51,62,70,36,5,8,10,14,8,65,35,67,40,59,17,55,66,61,59,73,13,79,68,18,85,43,62,60,43,45,64,54,60,43,43,54,45,64,59,68,61,45,60,43,43,54,45,64,59,68,61,45,68,6326
V. Elm,31,69,69,33,68,47,46,68,73,48,45,57,56,65,12,9,12,13,10,70,70,79,67,65,64,64,52,74,65,73,59,39,72,64,81,69,58,61,68,68,60,66,61,61,68,66,68,60,58,62,57,61,61,61,68,66,68,60,58,62,57,61,62,6327
C. Aboagye,22,69,76,81,52,82,87,79,54,62,69,74,51,42,8,10,13,7,7,42,25,48,63,55,36,68,57,56,71,60,48,78,69,39,60,65,54,68,46,54,66,63,68,54,46,63,54,66,68,61,68,57,68,54,46,63,54,66,68,61,68,57,61,6328
Xande Silva,20,69,78,84,42,81,68,72,67,54,64,74,68,33,8,16,15,15,11,54,20,54,45,53,18,45,70,65,64,67,19,81,68,22,61,65,57,68,38,44,69,60,68,46,38,60,44,69,68,67,69,49,68,46,38,60,44,69,68,67,69,49,67,6329
L. Grabban,29,69,69,78,55,77,64,67,61,62,64,67,70,60,10,15,12,12,11,64,22,62,43,65,18,79,66,65,63,71,24,77,72,27,72,51,67,64,42,46,66,57,64,48,42,57,46,66,65,68,67,51,64,48,42,57,46,66,65,68,67,51,68,6330
Patric,29,69,69,48,76,58,34,69,60,43,59,70,71,55,11,7,9,9,9,70,39,32,57,69,26,69,69,68,66,71,21,49,72,30,85,53,67,64,48,53,66,62,64,46,48,62,53,66,62,68,63,49,64,46,48,62,53,66,62,68,63,49,68,6331
C. Aquino,25,69,71,72,45,76,74,69,61,66,64,67,67,36,10,15,16,15,10,58,49,70,66,67,33,67,66,62,69,68,26,74,70,29,73,70,65,68,48,54,68,65,68,53,48,65,54,68,68,67,68,56,68,53,48,65,54,68,68,67,68,56,67,6332
C. Tiffert,35,69,69,67,69,73,73,71,77,67,72,70,60,68,16,12,15,15,15,51,57,54,70,64,57,58,65,68,70,68,61,66,71,64,68,69,59,68,62,66,67,68,68,64,62,68,66,67,68,65,68,65,68,64,62,68,66,67,68,65,68,65,65,6333
M. Cuero,24,69,72,78,33,77,77,70,58,70,65,75,63,33,15,12,16,12,14,54,19,61,58,70,20,54,66,67,62,77,24,78,65,25,65,59,64,67,39,45,68,60,67,48,39,60,45,68,68,67,69,51,67,48,39,60,45,68,68,67,69,51,67,6334
A. Briançon,22,69,78,66,76,57,64,60,65,36,42,45,34,39,15,7,13,13,12,66,71,70,57,63,68,43,49,60,64,68,63,53,76,67,81,60,40,56,68,66,55,60,56,63,68,60,66,55,54,55,52,61,56,63,68,60,66,55,54,55,52,61,55,6335
Ricardinho,32,69,69,74,80,81,91,71,77,68,73,67,32,66,11,9,11,8,16,56,66,89,66,62,62,64,59,71,68,72,64,72,87,64,73,67,56,65,67,69,64,68,65,68,67,68,69,64,67,60,65,69,65,68,67,68,69,64,67,60,65,69,60,6336
R. Miller,32,69,69,73,84,62,58,64,63,64,64,65,40,58,15,16,13,8,13,60,69,79,66,56,66,50,64,64,68,73,64,70,77,65,71,61,41,63,68,68,62,65,63,67,68,65,68,62,65,61,63,67,63,67,68,65,68,62,65,61,63,67,61,6337
S. Napoleoni,31,69,69,68,59,72,65,70,47,56,45,74,67,49,9,13,10,7,13,48,30,33,48,53,18,54,70,74,66,62,27,60,63,23,51,69,72,68,39,48,68,61,68,46,39,61,48,68,67,65,68,50,68,46,39,61,48,68,67,65,68,50,65,6338
H. Rodríguez,27,69,71,62,65,52,60,58,68,44,39,52,41,42,11,6,10,16,14,70,71,57,57,52,67,50,40,66,62,63,71,59,61,70,74,47,45,54,68,64,54,57,54,64,68,57,64,54,54,55,53,62,54,64,68,57,64,54,54,55,53,62,55,6339
P. van Amersfoort,21,69,76,53,70,55,55,72,72,43,41,68,66,40,15,14,9,13,13,68,63,72,69,58,45,60,68,69,70,67,37,65,81,54,72,67,58,67,60,64,67,68,67,58,60,68,64,67,66,67,64,59,67,58,60,68,64,67,66,67,64,59,67,6340
A. Davies,32,69,69,65,78,62,55,45,64,23,22,34,22,31,9,12,12,14,7,70,65,77,55,27,65,21,30,60,52,31,65,65,79,71,81,30,23,42,68,61,41,48,42,60,68,48,61,41,44,43,41,57,42,60,68,48,61,41,44,43,41,57,43,6341
A. DeLaGarza,29,69,69,77,76,78,83,63,66,59,61,57,49,55,13,9,16,12,11,60,69,81,58,36,71,52,55,71,67,53,68,75,78,64,66,56,48,61,68,67,60,62,61,68,68,62,67,60,63,59,61,68,61,68,68,62,67,60,63,59,61,68,59,6342
D. Ivan,22,69,75,72,71,78,80,72,62,58,60,69,55,51,14,15,9,8,7,50,67,57,68,60,52,61,67,67,69,52,54,69,76,60,44,68,62,68,59,65,66,68,68,63,59,68,65,66,68,61,67,65,68,63,59,68,65,66,68,61,67,65,61,6343
A. Ferdinand,32,69,69,63,67,64,60,46,65,43,44,51,35,42,7,11,12,7,14,70,68,81,63,43,68,51,25,65,58,55,68,67,63,69,73,52,42,50,68,63,49,55,50,63,68,55,63,49,51,50,49,61,50,63,68,55,63,49,51,50,49,61,50,6344
S. Hedlund,24,69,75,91,74,88,79,68,66,63,68,73,66,52,13,11,14,10,8,43,25,41,52,58,32,42,62,61,64,67,22,90,72,14,47,60,59,67,38,47,67,59,67,48,38,59,47,67,68,64,69,52,67,48,38,59,47,67,68,64,69,52,64,6345
D. Konstantinidis,23,69,77,79,69,71,78,66,63,70,55,64,26,26,13,11,14,6,10,45,66,63,64,46,70,35,60,67,64,55,68,80,73,66,57,42,35,59,64,65,58,61,59,68,64,61,65,58,63,54,61,69,59,68,64,61,65,58,63,54,61,69,54,6346
M. Frýdek,25,69,75,78,84,75,72,72,75,66,66,68,59,62,6,7,8,9,6,61,64,72,63,66,65,55,65,70,68,75,70,77,78,67,71,69,47,69,68,69,69,68,69,69,68,68,69,69,69,67,69,70,69,69,68,68,69,69,69,67,69,70,67,6347
H. Reed,22,69,78,69,80,74,85,66,70,59,58,62,49,51,7,12,14,10,11,46,64,62,66,53,62,49,55,58,74,58,68,65,74,70,66,66,40,64,65,68,61,66,64,65,65,66,68,61,64,57,62,66,64,65,65,66,68,61,64,57,62,66,57,6348
V. Lavigne,23,69,74,81,52,81,86,71,63,64,63,68,71,48,10,10,7,13,15,68,34,60,63,67,45,66,66,56,70,72,33,75,52,31,64,63,64,68,49,52,68,62,68,52,49,62,52,68,67,69,69,54,68,52,49,62,52,68,67,69,69,54,69,6349
Fede,20,69,79,68,83,65,80,63,66,55,57,60,47,56,11,9,7,6,13,53,70,56,65,51,55,59,52,64,72,63,71,72,87,69,68,58,56,61,66,68,60,65,61,67,66,65,68,60,63,58,60,68,61,67,66,65,68,60,63,58,60,68,58,6350
H. Riojas,25,69,72,43,69,24,60,56,63,57,16,54,36,33,11,10,11,15,15,66,68,66,63,22,66,40,23,60,66,60,71,46,66,73,72,24,20,46,68,64,46,53,46,63,68,53,64,46,50,48,46,62,46,63,68,53,64,46,50,48,46,62,48,6351
D. Pavlovic,29,69,69,69,66,62,55,68,62,72,67,66,29,70,15,7,14,10,15,62,66,62,70,37,69,52,68,63,73,67,66,68,74,70,65,68,44,64,67,69,62,67,64,68,67,67,69,62,66,58,63,69,64,68,67,67,69,62,66,58,63,69,58,6352
T. Matthys,33,69,69,58,63,67,68,68,72,71,73,69,68,71,12,11,11,16,10,60,65,67,67,69,62,70,71,64,69,70,59,60,75,63,63,73,63,68,63,66,68,69,68,65,63,69,66,68,68,66,68,66,68,65,63,69,66,68,68,66,68,66,66,6353
E. Dennis,19,69,81,83,53,81,78,67,59,58,43,72,71,41,13,7,11,11,13,68,13,84,31,66,15,56,61,62,62,73,17,85,55,16,51,56,56,65,37,39,68,54,65,43,37,54,39,68,65,68,68,46,65,43,37,54,39,68,65,68,68,46,68,6354
W. Moimbé,28,69,69,68,63,74,81,68,62,66,41,67,36,39,6,11,16,15,8,46,64,63,64,44,63,51,52,72,67,46,68,70,81,69,62,59,52,62,64,67,59,64,62,68,64,64,67,59,65,55,62,69,62,68,64,64,67,59,65,55,62,69,55,6355
I. Portnyagin,28,69,69,74,68,61,53,63,68,34,48,68,68,52,11,13,12,8,6,76,45,91,50,66,15,64,70,65,57,69,23,77,69,16,71,58,58,64,45,47,66,58,64,46,45,58,47,66,62,68,63,47,64,46,45,58,47,66,62,68,63,47,68,6356
N. Saint-Ruf,24,69,74,68,75,59,61,60,45,58,30,55,22,26,13,9,14,6,12,60,71,75,55,27,68,35,23,63,59,38,66,73,70,72,73,29,23,48,68,64,47,52,48,66,68,52,64,47,53,46,50,65,48,66,68,52,64,47,53,46,50,65,46,6357
I. Crudelo,33,69,69,22,36,39,20,16,34,21,15,18,17,21,69,71,46,70,73,22,13,55,23,22,13,16,11,60,25,18,20,26,39,15,41,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6358
Pedro Pereira,19,69,82,75,60,80,74,68,71,65,46,65,35,35,10,6,9,11,12,56,67,72,57,34,70,48,65,66,64,40,68,76,70,72,57,55,35,61,66,65,60,62,61,68,66,62,65,60,64,56,62,68,61,68,66,62,65,60,64,56,62,68,56,6359
V. Barkas,23,69,75,35,36,31,29,20,35,14,14,12,10,15,71,65,63,67,69,14,13,53,29,9,10,20,12,69,31,21,13,34,39,12,67,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6360
V. Guzmán,22,69,79,73,66,72,74,70,60,58,59,68,54,51,14,8,15,10,8,70,68,78,69,70,66,57,50,63,72,75,67,75,76,67,59,67,48,67,67,68,65,68,67,68,67,68,68,65,66,64,65,68,67,68,67,68,68,65,66,64,65,68,64,6361
Juan Carlos,29,69,71,58,13,56,58,22,22,32,30,13,14,12,72,64,65,67,73,19,20,70,27,11,17,30,11,65,25,34,21,61,42,20,61,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6362
Borja Lázaro,29,69,69,44,67,35,41,66,62,42,51,60,69,35,7,15,16,14,9,82,15,61,33,56,17,70,78,64,52,73,20,38,55,38,84,49,77,57,45,43,62,52,57,40,45,52,43,62,56,68,57,41,57,40,45,52,43,62,56,68,57,41,68,6363
Ailton Cardenhas,29,69,69,19,25,30,29,23,22,10,16,12,10,16,68,70,70,76,69,30,12,35,17,11,12,25,3,50,20,19,14,28,19,16,67,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6364
G. Kyei,21,69,78,67,55,73,80,65,64,40,51,67,72,36,10,12,12,8,7,73,19,83,43,54,20,72,71,59,62,68,18,72,69,23,84,45,52,62,43,44,65,55,62,43,43,55,44,65,61,68,63,45,62,43,43,55,44,65,61,68,63,45,68,6365
S. Bolat,28,69,69,47,16,51,43,21,51,15,19,17,12,11,69,67,71,67,70,30,11,65,38,11,12,28,17,69,33,21,13,42,26,14,72,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6366
F. Bolzoni,28,69,69,53,78,70,70,67,71,63,64,65,45,50,10,9,12,12,15,65,71,65,66,65,61,34,64,67,70,71,66,54,72,68,74,63,59,64,68,68,63,67,64,66,68,67,68,63,63,62,62,66,64,66,68,67,68,63,63,62,62,66,62,6367
M. Kilgallon,33,69,69,51,69,47,53,50,50,49,38,44,28,20,10,16,16,7,14,72,71,74,53,12,67,45,42,51,50,38,68,49,68,74,73,44,39,44,68,61,44,50,44,61,68,50,61,44,48,45,44,59,44,61,68,50,61,44,48,45,44,59,45,6368
L. Wahlqvist,20,69,78,74,72,60,56,63,65,67,66,56,29,31,12,6,12,9,9,62,69,80,55,62,73,30,43,66,59,72,64,72,78,69,65,54,38,56,68,65,56,59,56,68,68,59,65,56,60,55,58,68,56,68,68,59,65,56,60,55,58,68,55,6369
A. Werner,21,69,81,41,24,34,43,23,31,14,20,13,19,15,78,67,74,64,70,15,27,58,19,18,16,23,16,53,25,24,17,46,38,13,77,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6370
Pichu Atienza,27,69,72,38,77,51,35,52,63,28,27,31,22,36,12,6,14,15,9,71,65,47,41,15,67,39,12,62,58,63,60,38,57,75,91,37,41,40,68,61,39,47,40,57,68,47,61,39,40,43,37,54,40,57,68,47,61,39,40,43,37,54,43,6371
M. Mancosu,32,69,69,81,59,71,66,66,62,51,59,66,70,50,7,12,6,12,14,64,20,70,34,61,14,68,70,66,55,73,18,77,71,20,66,60,70,64,39,42,67,55,64,44,39,55,42,67,64,68,66,47,64,44,39,55,42,67,64,68,66,47,68,6372
P. Carlgren,25,69,75,33,21,48,43,22,21,13,10,14,13,15,76,57,55,65,75,18,14,59,16,14,10,21,14,73,23,17,13,33,34,12,70,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6373
